CustomerID,Gender,Locations,Age,ProductID,Product_name,Product_Description,Product_Category,Stock,Price,TransactionID,Transaction_Date,Total_Price,Quantity,VoucherID,Voucher_name,Voucher_status,Discount,PMID,Method_name
12524,Female,California,35,GGOEGAWR061848,Google Infant Short Sleeve Tee Red,Google Infant Short Sleeve Tee Red,Apparel,100000,13.59,1006946,01.04.21,40.77,3,SALE30,Discount 30%,Used,30,PM02,Paypal
12525,Female,California,47,GGOEGAWR061849,Google Infant Short Sleeve Tee Red,Google Infant Short Sleeve Tee Red,Apparel,100000,17.53,1007586,14.03.21,17.53,1,WEMP30,Discount 30%,Not Used,30,PM03,Digital Wallets
12526,Female,California,25,GGOEGAXJ065555,Google Toddler Short Sleeve T-shirt Grey,Google Toddler Short Sleeve T-shirt Grey,Apparel,100000,9.51,1008177,05.03.21,9.51,1,NE30,Discount 30%,Used,30,PM03,Digital Wallets
12527,Female,California,47,GGOEGFKA022299,Keyboard DOT Sticker,Keyboard DOT Sticker,Office,100000,1.5,1008178,20.03.21,1.5,1,NE30,Discount 30%,Clicked,30,PM03,Digital Wallets
12528,Female,California,50,GGOEGFKA022299,Keyboard DOT Sticker,Keyboard DOT Sticker,Office,100000,1.5,1008179,17.10.21,1.5,1,NE30,Discount 30%,Used,30,PM01,Card
12529,Female,California,37,GGOEGFKA022299,Keyboard DOT Sticker,Keyboard DOT Sticker,Office,100000,1.5,1008180,10.11.21,3,2,NE30,Discount 30%,Clicked,30,PM01,Card
12530,Female,California,63,GGOEGFKA022299,Keyboard DOT Sticker,Keyboard DOT Sticker,Office,100000,1.5,1008181,21.06.21,1.5,1,NE30,Discount 30%,Clicked,30,PM03,Digital Wallets
12531,Female,California,41,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Google Laptop and Cell Phone Stickers,Office,100000,2.39,1008182,10.12.21,4.78,2,NE30,Discount 30%,Not Used,30,PM03,Digital Wallets
12532,Female,California,19,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Google Laptop and Cell Phone Stickers,Office,100000,2.39,1008183,11.11.21,2.39,1,NE30,Discount 30%,Not Used,30,PM01,Card
16218,Male,Chicago,57,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Google Laptop and Cell Phone Stickers,Office,100000,2.39,1000129,21.03.21,4.78,2,ELEC10,Discount 10%,Clicked,10,PM04,Other
16219,Male,Chicago,52,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Google Laptop and Cell Phone Stickers,Office,100000,2.39,1000130,01.04.21,2.39,1,ELEC10,Discount 10%,Used,10,PM01,Card
16220,Male,Chicago,55,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Google Laptop and Cell Phone Stickers,Office,100000,2.39,1000131,19.03.21,2.39,1,ELEC10,Discount 10%,Used,10,PM04,Other
16221,Male,Chicago,47,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Google Laptop and Cell Phone Stickers,Office,100000,2.39,1000132,20.10.21,2.39,1,ELEC10,Discount 10%,Clicked,10,PM03,Digital Wallets
16222,Male,Chicago,36,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Google Laptop and Cell Phone Stickers,Office,100000,2.39,1000133,11.09.21,2.39,1,ELEC10,Discount 10%,Not Used,10,PM01,Card
16223,Male,Chicago,62,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Google Laptop and Cell Phone Stickers,Office,100000,2.39,1000134,01.06.21,7.17,3,ELEC10,Discount 10%,Used,10,PM01,Card
16224,Male,Chicago,50,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Google Laptop and Cell Phone Stickers,Office,100000,2.39,1000135,03.01.21,2.39,1,ELEC10,Discount 10%,Clicked,10,PM03,Digital Wallets
16225,Male,Chicago,56,GGOEGFKQ020799,Google Doodle Decal,Google Doodle Decal,Office,100000,2.39,1000136,12.03.21,4.78,2,ELEC10,Discount 10%,Clicked,10,PM01,Card
16226,Male,Chicago,20,GGOEGFKQ020799,Google Doodle Decal,Google Doodle Decal,Office,100000,2.39,1000137,22.04.21,11.95,5,ELEC10,Discount 10%,Not Used,10,PM04,Other
16227,Male,Chicago,58,GGOEGGOA017399,Maze Pen,Maze Pen,Office,100000,0.79,1000138,12.12.21,0.79,1,ELEC10,Discount 10%,Used,10,PM04,Other
16228,Male,Chicago,46,GGOEGGOA017399,Maze Pen,Maze Pen,Office,100000,0.79,1000139,23.07.21,0.79,1,ELEC10,Discount 10%,Clicked,10,PM02,Paypal
16229,Female,California,37,GGOEGGOA017399,Maze Pen,Maze Pen,Office,100000,0.79,1000140,17.06.21,0.79,1,ELEC10,Discount 10%,Clicked,10,PM03,Digital Wallets
16230,Female,California,46,GGOEGGOA017399,Maze Pen,Maze Pen,Office,100000,0.79,1000141,25.03.21,0.79,1,ELEC10,Discount 10%,Clicked,10,PM02,Paypal
16231,Female,California,62,GGOEGGOA017399,Maze Pen,Maze Pen,Office,100000,0.79,1000142,20.02.21,0.79,1,ELEC10,Discount 10%,Used,10,PM03,Digital Wallets
16232,Female,California,63,GGOEGHPB071610,Google Twill Cap,Google Twill Cap,Apparel,100000,11.34,1000143,07.03.21,11.34,1,ELEC10,Discount 10%,Clicked,10,PM03,Digital Wallets
16233,Female,California,63,GGOEGKAA019299,Switch Tone Color Crayon Pen,Switch Tone Color Crayon Pen,Office,100000,1.59,1000144,26.02.21,1.59,1,ELEC10,Discount 10%,Clicked,10,PM04,Other
16234,Female,California,59,GGOEGOAB021499,Metal Texture Roller Pen,Metal Texture Roller Pen,Office,100000,8.7,1000145,14.12.21,8.7,1,ELEC10,Discount 10%,Used,10,PM03,Digital Wallets
16235,Female,California,23,GGOEGOAB021499,Metal Texture Roller Pen,Metal Texture Roller Pen,Office,100000,8.7,1000146,22.01.21,8.7,1,ELEC10,Discount 10%,Clicked,10,PM02,Paypal
16236,Female,California,44,GGOEGOAB021499,Metal Texture Roller Pen,Metal Texture Roller Pen,Office,100000,8.7,1000147,14.02.21,8.7,1,ELEC10,Discount 10%,Clicked,10,PM02,Paypal
16237,Female,California,31,GGOEGOAB021499,Metal Texture Roller Pen,Metal Texture Roller Pen,Office,100000,8.7,1000148,11.05.21,8.7,1,ELEC10,Discount 10%,Clicked,10,PM02,Paypal
16238,Female,California,53,GGOEGOAB021499,Metal Texture Roller Pen,Metal Texture Roller Pen,Office,100000,8.7,1000149,22.06.21,8.7,1,ELEC10,Discount 10%,Clicked,10,PM01,Card
16239,Female,California,35,GGOEGOAB021499,Metal Texture Roller Pen,Metal Texture Roller Pen,Office,100000,8.7,1000150,23.07.21,8.7,1,ELEC10,Discount 10%,Used,10,PM02,Paypal
16240,Female,California,47,GGOEGOAB021499,Metal Texture Roller Pen,Metal Texture Roller Pen,Office,100000,8.7,1000151,04.06.21,17.4,2,ELEC10,Discount 10%,Clicked,10,PM03,Digital Wallets
16241,Female,California,34,GGOEGOAB022499,Satin Black Ballpoint Pen,Satin Black Ballpoint Pen,Office,100000,12,1000152,25.09.21,12,1,ELEC10,Discount 10%,Clicked,10,PM02,Paypal
16242,Female,California,52,GGOEGOAB022499,Satin Black Ballpoint Pen,Satin Black Ballpoint Pen,Office,100000,12,1000153,13.03.21,36,3,ELEC10,Discount 10%,Clicked,10,PM01,Card
16243,Female,California,26,GGOEGOAB022499,Satin Black Ballpoint Pen,Satin Black Ballpoint Pen,Office,100000,12,1000154,06.03.21,24,2,ELEC10,Discount 10%,Used,10,PM03,Digital Wallets
16244,Female,California,17,GGOEGOAB022499,Satin Black Ballpoint Pen,Satin Black Ballpoint Pen,Office,100000,12,1000155,29.07.21,24,2,ELEC10,Discount 10%,Clicked,10,PM04,Other
16245,Female,California,37,GGOEGOAB022499,Satin Black Ballpoint Pen,Satin Black Ballpoint Pen,Office,100000,12,1000156,12.01.21,12,1,ELEC10,Discount 10%,Clicked,10,PM02,Paypal
16246,Female,California,52,GGOEGOAQ012899,Ballpoint LED Light Pen,Ballpoint LED Light Pen,Office,100000,2.55,1000157,17.06.21,5.1,2,ELEC10,Discount 10%,Clicked,10,PM02,Paypal
16247,Female,California,54,GGOEGOAQ012899,Ballpoint LED Light Pen,Ballpoint LED Light Pen,Office,100000,2.55,1000158,07.09.21,2.55,1,ELEC10,Discount 10%,Clicked,10,PM02,Paypal
16248,Female,California,34,GGOEGOAQ012899,Ballpoint LED Light Pen,Ballpoint LED Light Pen,Office,100000,2.55,1000159,08.04.21,2.55,1,ELEC10,Discount 10%,Clicked,10,PM03,Digital Wallets
16249,Female,California,38,GGOEGOAQ012899,Ballpoint LED Light Pen,Ballpoint LED Light Pen,Office,100000,2.55,1000160,13.01.21,2.55,1,ELEC10,Discount 10%,Not Used,10,PM02,Paypal
16250,Female,California,39,GGOEGOAQ012899,Ballpoint LED Light Pen,Ballpoint LED Light Pen,Office,100000,2.55,1000161,11.01.21,2.55,1,ELEC10,Discount 10%,Clicked,10,PM03,Digital Wallets
16251,Female,California,60,GGOEGOAQ018099,Pen Pencil & Highlighter Set,Pen Pencil & Highlighter Set,Office,100000,4.12,1000162,20.09.21,12.36,3,ELEC10,Discount 10%,Clicked,10,PM02,Paypal
16252,Female,California,52,GGOEGOAQ020099,Four Color Retractable Pen,Four Color Retractable Pen,Office,100000,4.12,1000163,26.02.21,4.12,1,ELEC10,Discount 10%,Used,10,PM02,Paypal
16253,Female,California,31,GGOEGOAQ020099,Four Color Retractable Pen,Four Color Retractable Pen,Office,100000,4.12,1000164,06.02.21,4.12,1,ELEC10,Discount 10%,Used,10,PM04,Other
16254,Female,California,59,GGOEGOAQ020099,Four Color Retractable Pen,Four Color Retractable Pen,Office,100000,4.12,1000165,07.08.21,8.24,2,ELEC10,Discount 10%,Not Used,10,PM04,Other
16255,Female,California,60,GGOEGOAQ020099,Four Color Retractable Pen,Four Color Retractable Pen,Office,100000,4.12,1000166,04.10.21,8.24,2,ELEC10,Discount 10%,Clicked,10,PM02,Paypal
16256,Female,California,56,GGOEGOAR013099,Google Stylus Pen w/ LED Light,Google Stylus Pen w/ LED Light,Office,100000,4.48,1000167,29.12.21,4.48,1,ELEC10,Discount 10%,Clicked,10,PM04,Other
16257,Female,California,29,GGOEGOAR013099,Google Stylus Pen w/ LED Light,Google Stylus Pen w/ LED Light,Office,100000,4.48,1000168,26.07.21,4.48,1,ELEC10,Discount 10%,Clicked,10,PM03,Digital Wallets
16258,Female,California,49,GGOEGOAR013099,Google Stylus Pen w/ LED Light,Google Stylus Pen w/ LED Light,Office,100000,4.48,1000169,21.07.21,4.48,1,ELEC10,Discount 10%,Clicked,10,PM01,Card
16259,Female,California,42,GGOEGOAR013599,Ballpoint Stylus Pen,Ballpoint Stylus Pen,Office,100000,3.85,1000170,28.02.21,7.7,2,ELEC10,Discount 10%,Clicked,10,PM03,Digital Wallets
16260,Female,California,20,GGOEGOBG023599,Colored Pencil Set,Colored Pencil Set,Office,100000,3.85,1000171,11.11.21,3.85,1,ELEC10,Discount 10%,Clicked,10,PM02,Paypal
16261,Female,California,48,GGOEGOBG023599,Colored Pencil Set,Colored Pencil Set,Office,100000,3.85,1000172,20.05.21,7.7,2,ELEC10,Discount 10%,Clicked,10,PM01,Card
16262,Female,California,56,GGOEGOBG023599,Colored Pencil Set,Colored Pencil Set,Office,100000,3.85,1000173,26.11.21,3.85,1,ELEC10,Discount 10%,Not Used,10,PM02,Paypal
16263,Female,California,16,GGOEGOCB017499,Leatherette Journal,Leatherette Journal,Office,100000,7.69,1000174,08.03.21,7.69,1,ELEC10,Discount 10%,Used,10,PM02,Paypal
16264,Female,California,35,GGOEGOCB017499,Leatherette Journal,Leatherette Journal,Office,100000,7.69,1000175,29.11.21,7.69,1,ELEC10,Discount 10%,Clicked,10,PM04,Other
16265,Female,California,63,GGOEGOCB017499,Leatherette Journal,Leatherette Journal,Office,100000,7.69,1000176,14.01.21,7.69,1,ELEC10,Discount 10%,Clicked,10,PM04,Other
16266,Female,California,30,GGOEGOCB017499,Leatherette Journal,Leatherette Journal,Office,100000,7.69,1000177,08.11.21,7.69,1,ELEC10,Discount 10%,Clicked,10,PM02,Paypal
16267,Female,California,53,GGOEGOCB017499,Leatherette Journal,Leatherette Journal,Office,100000,7.69,1000178,12.06.21,15.38,2,ELEC10,Discount 10%,Used,10,PM03,Digital Wallets
16268,Female,California,21,GGOEGOCB017499,Leatherette Journal,Leatherette Journal,Office,100000,7.69,1000179,01.12.21,7.69,1,ELEC10,Discount 10%,Not Used,10,PM01,Card
16269,Female,California,21,GGOEGOCB017499,Leatherette Journal,Leatherette Journal,Office,100000,7.69,1000180,15.03.21,7.69,1,ELEC10,Discount 10%,Clicked,10,PM01,Card
16270,Female,California,55,GGOEGOCB017499,Leatherette Journal,Leatherette Journal,Office,100000,7.69,1000181,17.03.21,7.69,1,ELEC10,Discount 10%,Not Used,10,PM03,Digital Wallets
16271,Female,California,40,GGOEGOCB017499,Leatherette Journal,Leatherette Journal,Office,100000,7.69,1000182,27.02.21,7.69,1,ELEC10,Discount 10%,Clicked,10,PM04,Other
16272,Female,California,30,GGOEGOCB017499,Leatherette Journal,Leatherette Journal,Office,100000,7.69,1000183,11.06.21,15.38,2,ELEC10,Discount 10%,Used,10,PM02,Paypal
16273,Female,California,39,GGOEGOCB017499,Leatherette Journal,Leatherette Journal,Office,100000,7.69,1000184,24.06.21,23.07,3,ELEC10,Discount 10%,Clicked,10,PM03,Digital Wallets
16274,Female,California,28,GGOEGOCB017499,Leatherette Journal,Leatherette Journal,Office,100000,7.69,1000185,12.11.21,7.69,1,ELEC10,Discount 10%,Clicked,10,PM03,Digital Wallets
16275,Female,California,47,GGOEGOCB017499,Leatherette Journal,Leatherette Journal,Office,100000,7.69,1000186,01.12.21,7.69,1,ELEC10,Discount 10%,Clicked,10,PM01,Card
16276,Female,California,57,GGOEGOCB017499,Leatherette Journal,Leatherette Journal,Office,100000,7.69,1000187,11.12.21,7.69,1,ELEC10,Discount 10%,Used,10,PM01,Card
16277,Female,California,54,GGOEGOCR017899,Recycled Paper Journal Set,Recycled Paper Journal Set,Office,100000,3.99,1000188,05.02.21,3.99,1,ELEC10,Discount 10%,Used,10,PM01,Card
16278,Female,California,45,GGOEGOCR017899,Recycled Paper Journal Set,Recycled Paper Journal Set,Office,100000,3.99,1000189,26.03.21,3.99,1,ELEC10,Discount 10%,Clicked,10,PM01,Card
16279,Female,California,46,GGOEGOCR017899,Recycled Paper Journal Set,Recycled Paper Journal Set,Office,100000,3.99,1000190,12.12.21,3.99,1,ELEC10,Discount 10%,Not Used,10,PM04,Other
16280,Female,California,33,GGOEGOFH020299,Galaxy Screen Cleaning Cloth,Galaxy Screen Cleaning Cloth,Office,100000,1.59,1000191,03.05.21,3.18,2,ELEC10,Discount 10%,Used,10,PM04,Other
14606,Female,Chicago,22,GGOEGOLC013299,Spiral Notebook and Pen Set,Spiral Notebook and Pen Set,Office,100000,3.35,1000219,16.06.21,3.35,1,ELEC10,Discount 10%,Clicked,10,PM01,Card
14607,Female,Chicago,29,GGOEGOLC013299,Spiral Notebook and Pen Set,Spiral Notebook and Pen Set,Office,100000,3.35,1000220,21.09.21,3.35,1,ELEC10,Discount 10%,Used,10,PM01,Card
14608,Female,Chicago,32,GGOEGOLC014299,Google Metallic Notebook Set,Google Metallic Notebook Set,Office,100000,4.79,1000221,23.10.21,23.95,5,ELEC10,Discount 10%,Clicked,10,PM02,Paypal
14609,Female,Chicago,41,GGOEGOLC014299,Google Metallic Notebook Set,Google Metallic Notebook Set,Office,100000,4.79,1000222,11.04.21,14.37,3,ELEC10,Discount 10%,Clicked,10,PM04,Other
14610,Male,New York,50,GGOEGOLC014299,Google Metallic Notebook Set,Google Metallic Notebook Set,Office,100000,4.79,1000223,17.08.21,9.58,2,ELEC10,Discount 10%,Used,10,PM04,Other
14611,Male,New York,56,GGOEGOXQ016399,Badge Holder,Badge Holder,Office,100000,1.99,1000224,07.08.21,1.99,1,ELEC10,Discount 10%,Clicked,10,PM01,Card
14612,Male,New York,30,GGOEGOXQ016399,Badge Holder,Badge Holder,Office,100000,1.99,1000225,19.11.21,1.99,1,ELEC10,Discount 10%,Clicked,10,PM01,Card
14613,Male,California,41,GGOEGOXQ016399,Badge Holder,Badge Holder,Office,100000,1.99,1000226,02.08.21,1.99,1,ELEC10,Discount 10%,Not Used,10,PM01,Card
14614,Male,California,30,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest Cam Indoor Security Camera - USA,Nest-USA,100000,119,1000227,30.09.21,119,1,ELEC10,Discount 10%,Clicked,10,PM03,Digital Wallets
14615,Male,California,23,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest Cam Indoor Security Camera - USA,Nest-USA,100000,119,1000228,31.01.21,119,1,ELEC10,Discount 10%,Clicked,10,PM01,Card
14616,Male,California,54,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest Cam Indoor Security Camera - USA,Nest-USA,100000,119,1000229,26.04.21,119,1,ELEC10,Discount 10%,Used,10,PM01,Card
14617,Male,California,45,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest Cam Indoor Security Camera - USA,Nest-USA,100000,119,1000230,23.02.21,119,1,ELEC10,Discount 10%,Clicked,10,PM03,Digital Wallets
14618,Male,California,43,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest Cam Indoor Security Camera - USA,Nest-USA,100000,119,1000231,30.09.21,238,2,ELEC10,Discount 10%,Not Used,10,PM01,Card
