TransactionID,Transaction_Date,Total_Price,Quantity,CustomerID,ProductID,PMID,VoucherID,Voucher_status
1000333,13.06.21,8.99,1,14720,GGOEAFKQ020199,PM01,ELEC30,Clicked
1000334,12.06.21,8.99,1,14721,GGOEAFKQ020199,PM03,ELEC30,Not Used
1000335,12.02.21,8.99,1,14722,GGOEAFKQ020199,PM04,ELEC30,Not Used
1000336,28.01.21,8.99,1,14723,GGOEAFKQ020199,PM04,ELEC30,Clicked
1000337,24.10.21,35.96,4,14724,GGOEAFKQ020199,PM01,ELEC30,Clicked
1000338,05.10.21,8.99,1,14725,GGOEAFKQ020199,PM03,ELEC30,Not Used
1000339,26.06.21,6.49,1,14726,GGOEAFKQ020299,PM04,ELEC30,Not Used
1000340,21.05.21,6.49,1,14727,GGOEAFKQ020299,PM03,ELEC30,Clicked
1000341,17.10.21,6.49,1,14728,GGOEAFKQ020299,PM03,ELEC30,Clicked
1000342,28.09.21,12.98,2,14729,GGOEAFKQ020299,PM01,ELEC30,Not Used
1000343,29.07.21,12.98,2,14730,GGOEAFKQ020299,PM02,ELEC30,Not Used
1000344,18.06.21,6.49,1,14731,GGOEAFKQ020299,PM03,ELEC30,Clicked
1000345,04.11.21,6.49,1,14732,GGOEAFKQ020299,PM01,ELEC30,Not Used
1000354,04.08.21,32.45,5,15601,GGOEAFKQ020299,PM01,ELEC30,Clicked
1000355,07.04.21,6.49,1,15602,GGOEAFKQ020299,PM03,ELEC30,Clicked
1000356,24.09.21,6.49,1,15603,GGOEAFKQ020299,PM02,ELEC30,Not Used
1000357,30.09.21,6.49,1,15604,GGOEAFKQ020299,PM04,ELEC30,Not Used
1000358,25.04.21,25.96,4,15605,GGOEAFKQ020299,PM02,ELEC30,Not Used
1000359,16.01.21,6.49,1,15606,GGOEAFKQ020299,PM01,ELEC30,Clicked
1000360,03.07.21,51.92,8,15607,GGOEAFKQ020299,PM01,ELEC30,Clicked
1000361,20.12.21,6.49,1,15608,GGOEAFKQ020299,PM01,ELEC30,Clicked
1000362,13.06.21,6.49,1,15609,GGOEAFKQ020299,PM04,ELEC30,Not Used
1000363,18.06.21,11.99,1,15610,GGOEAFKQ020399,PM03,ELEC10,Clicked
1000364,21.04.21,23.98,2,15611,GGOEAFKQ020399,PM03,ELEC10,Not Used
1000365,07.10.21,11.99,1,15612,GGOEAFKQ020399,PM04,ELEC10,Clicked
1000366,13.08.21,11.99,1,15613,GGOEAFKQ020399,PM02,ELEC10,Not Used
1000367,19.04.21,11.99,1,15614,GGOEAFKQ020399,PM04,ELEC10,Not Used
1000368,17.03.21,11.99,1,15615,GGOEAFKQ020399,PM01,ELEC10,Clicked
1000369,24.08.21,47.96,4,15616,GGOEAFKQ020399,PM03,ELEC10,Clicked
1000370,03.03.21,11.99,1,15617,GGOEAFKQ020399,PM02,ELEC10,Clicked
1000371,08.02.21,11.99,1,15618,GGOEAFKQ020399,PM01,ELEC10,Clicked
1000372,07.10.21,8.54,1,15619,GGOEAFKQ020499,PM04,BT10,Not Used
1000373,21.08.21,51.24,6,15620,GGOEAFKQ020499,PM04,BT10,Not Used
1000374,01.09.21,8.54,1,15621,GGOEAFKQ020499,PM02,BT10,Not Used
1000375,23.04.21,8.54,1,15622,GGOEAFKQ020499,PM02,BT10,Not Used
1000376,12.05.21,8.54,1,15623,GGOEAFKQ020499,PM01,BT10,Not Used
1000377,29.07.21,25.62,3,15624,GGOEAFKQ020499,PM01,BT10,Not Used
1000378,13.01.21,34.16,4,15625,GGOEAFKQ020499,PM02,BT10,Not Used
1000379,30.11.21,8.54,1,15626,GGOEAFKQ020499,PM01,BT10,Not Used
1000380,02.06.21,32.281,2,15627,GGOEAFKQ020599,PM01,ELEC05,Used
1000381,07.09.21,32.281,2,15628,GGOEAFKQ020599,PM01,ELEC05,Used
1000382,05.01.21,129.124,8,15629,GGOEAFKQ020599,PM01,ELEC05,Used
1000383,06.04.21,16.1405,1,15630,GGOEAFKQ020599,PM03,ELEC05,Used
1000384,13.10.21,16.1405,1,15631,GGOEAFKQ020599,PM04,ELEC05,Used
1000385,16.11.21,5.934,1,15632,GGOEWEBB082199,PM04,ELEC40,Used
1000386,17.07.21,11.868,2,15633,GGOEWEBB082199,PM04,ELEC40,Used
1000387,27.02.21,5.934,1,15634,GGOEWEBB082199,PM02,ELEC40,Used
1000388,07.06.21,5.934,1,15635,GGOEWEBB082199,PM03,ELEC40,Used
1000389,29.01.21,11.868,2,15636,GGOEWEBB082199,PM02,ELEC40,Used
1000390,07.08.21,17.802,3,15637,GGOEWEBB082199,PM03,ELEC40,Used
1000391,07.12.21,5.934,1,15638,GGOEWEBB082199,PM01,ELEC40,Used
1000392,31.05.21,5.934,1,15639,GGOEWEBB082199,PM01,ELEC40,Used
1000393,15.01.21,29.67,5,15640,GGOEWEBB082199,PM01,ELEC40,Used
1000394,17.02.21,34.566,2,15641,GGOEYDHJ056029,PM01,ELEC30,Used
1000395,29.08.21,9.99,1,15642,GGOEYDHJ056039,PM01,ELEC10,Clicked
1000129,21.03.21,31.98,2,16218,GGOEWEBB082299,PM04,ELEC10,Clicked
1000130,01.04.21,39.6,1,16219,GGOEWEBB082399,PM01,ELEC10,Not Used
1000131,19.03.21,39.6,1,16220,GGOEWEBB082399,PM04,ELEC10,Clicked
1000132,20.10.21,39.6,1,16221,GGOEWEBB082399,PM03,ELEC10,Clicked
1000133,11.09.21,39.6,1,16222,GGOEWEBB082399,PM01,ELEC10,Not Used
1000134,01.06.21,39.6,1,16223,GGOEWEBB082399,PM01,ELEC10,Clicked
1000135,03.01.21,39.6,1,16224,GGOEWEBB082399,PM03,ELEC10,Not Used
1000136,12.03.21,39.6,1,16225,GGOEWEBB082399,PM01,ELEC10,Clicked
1000137,22.04.21,237.6,6,16226,GGOEWEBB082399,PM04,ELEC10,Clicked
1000138,12.12.21,277.2,7,16227,GGOEWEBB082399,PM04,ELEC10,Not Used
1000139,23.07.21,39.6,1,16228,GGOEWEBB082399,PM02,ELEC10,Clicked
1000140,17.06.21,39.6,1,16229,GGOEWEBB082399,PM03,ELEC10,Clicked
1000141,25.03.21,3.69,1,16230,GGOEWEBB082499,PM02,ELEC10,Clicked
1000142,20.02.21,11.07,3,16231,GGOEWEBB082499,PM03,ELEC10,Clicked
1000143,07.03.21,44.982,2,16232,GGOEAAAJ032445,PM03,ELEC10,Used
1000144,26.02.21,3.69,1,16233,GGOEWEBB082499,PM04,ELEC10,Not Used
1000145,14.12.21,7.38,2,16234,GGOEWEBB082499,PM03,ELEC10,Clicked
1000146,22.01.21,3.69,1,16235,GGOEWEBB082499,PM02,ELEC10,Not Used
1000147,14.02.21,1.59,1,16236,GGOEWEBB082599,PM02,ELEC10,Clicked
1000148,11.05.21,3.18,2,16237,GGOEWEBB082599,PM02,ELEC10,Not Used
1000149,22.06.21,1.59,1,16238,GGOEWEBB082599,PM01,ELEC10,Clicked
1000150,23.07.21,7.95,5,16239,GGOEWEBB082599,PM02,ELEC10,Not Used
1000151,04.06.21,1.59,1,16240,GGOEWEBB082599,PM03,ELEC10,Not Used
1000152,25.09.21,1.59,1,16241,GGOEWEBB082599,PM02,ELEC10,Not Used
1000153,13.03.21,12.72,8,16242,GGOEWEBB082599,PM01,ELEC10,Not Used
1000154,06.03.21,19.99,1,16243,GGOEYDHJ056019,PM03,ELEC10,Clicked
1000155,29.07.21,139.93,7,16244,GGOEYDHJ056019,PM04,ELEC10,Clicked
1000156,12.01.21,19.99,1,16245,GGOEYDHJ056019,PM02,ELEC10,Not Used
1000157,17.06.21,199.9,10,16246,GGOEYDHJ056019,PM02,ELEC10,Not Used
1000158,07.09.21,19.99,1,16247,GGOEYDHJ056019,PM02,ELEC10,Not Used
1000159,08.04.21,19.99,1,16248,GGOEYDHJ056019,PM03,ELEC10,Clicked
1000160,13.01.21,59.97,3,16249,GGOEYDHJ056019,PM02,ELEC10,Not Used
1000161,11.01.21,19.99,1,16250,GGOEYDHJ056019,PM03,ELEC10,Clicked
1000162,20.09.21,19.99,1,16251,GGOEYDHJ056019,PM02,ELEC10,Not Used
1000163,26.02.21,39.98,2,16252,GGOEYDHJ056019,PM02,ELEC10,Clicked
1000164,06.02.21,19.99,1,16253,GGOEYDHJ056019,PM04,ELEC10,Clicked
1000165,07.08.21,19.99,1,16254,GGOEYDHJ056019,PM04,ELEC10,Not Used
1000166,04.10.21,69.132,4,16255,GGOEYDHJ056029,PM02,ELEC30,Used
1000167,29.12.21,17.283,1,16256,GGOEYDHJ056029,PM04,ELEC30,Used
1000168,26.07.21,103.698,6,16257,GGOEYDHJ056029,PM03,ELEC30,Used
1000169,21.07.21,17.283,1,16258,GGOEYDHJ056029,PM01,ELEC30,Used
1000170,28.02.21,17.283,1,16259,GGOEYDHJ056029,PM03,ELEC30,Used
1000171,11.11.21,34.566,2,16260,GGOEYDHJ056029,PM02,ELEC30,Used
1000172,20.05.21,17.283,1,16261,GGOEYDHJ056029,PM01,ELEC30,Used
1000173,26.11.21,19.98,2,16262,GGOEYDHJ056039,PM02,ELEC10,Not Used
1000174,08.03.21,19.98,2,16263,GGOEYDHJ056039,PM02,ELEC10,Not Used
1000175,29.11.21,49.95,5,16264,GGOEYDHJ056039,PM04,ELEC10,Not Used
1000176,14.01.21,9.99,1,16265,GGOEYDHJ056039,PM04,ELEC10,Not Used
1000177,08.11.21,9.99,1,16266,GGOEYDHJ056039,PM02,ELEC10,Not Used
1000178,12.06.21,39.96,4,16267,GGOEYDHJ056039,PM03,ELEC10,Clicked
1000179,01.12.21,9.99,1,16268,GGOEYDHJ056039,PM01,ELEC10,Clicked
1000180,15.03.21,9.99,1,16269,GGOEYDHJ056039,PM01,ELEC10,Not Used
1000181,17.03.21,9.99,1,16270,GGOEYDHJ056039,PM03,ELEC10,Not Used
1000182,27.02.21,19.98,2,16271,GGOEYDHJ056039,PM04,ELEC10,Clicked
1000183,11.06.21,9.99,1,16272,GGOEYDHJ056039,PM02,ELEC10,Not Used
1000184,24.06.21,9.99,1,16273,GGOEYDHJ056039,PM03,ELEC10,Not Used
1000185,12.11.21,9.99,1,16274,GGOEYDHJ056039,PM03,ELEC10,Not Used
1000186,01.12.21,59.85,3,16275,GGOEYDHJ056049,PM01,ELEC10,Not Used
1000187,11.12.21,19.95,1,16276,GGOEYDHJ056049,PM01,ELEC10,Not Used
1000188,05.02.21,19.95,1,16277,GGOEYDHJ056049,PM01,ELEC10,Clicked
1000189,26.03.21,19.95,1,16278,GGOEYDHJ056049,PM01,ELEC10,Clicked
1000190,12.12.21,159.6,8,16279,GGOEYDHJ056049,PM04,ELEC10,Clicked
1000191,03.05.21,19.95,1,16280,GGOEYDHJ056049,PM04,ELEC10,Not Used
1000483,10.05.21,59.85,3,17850,GGOEYDHJ056049,PM01,ELEC10,Not Used
1000484,20.02.21,55,1,17851,GGOEYDHJ056059,PM01,ELEC10,Not Used
1000485,23.05.21,5.934,1,17852,GGOEWEBB082199,PM04,ELEC40,Used
1000486,03.10.21,15.99,1,17853,GGOEWEBB082299,PM03,ELEC10,Not Used
1000487,15.05.21,749.7,30,17854,GGOEAAAJ032455,PM03,OFF20,Clicked
1000488,01.02.21,49.98,2,17855,GGOEAAAJ032455,PM03,OFF20,Not Used
1000489,22.07.21,24.99,1,17856,GGOEAAAJ032455,PM01,OFF20,Not Used
1000490,19.06.21,24.99,1,17857,GGOEAAAJ032455,PM03,OFF20,Clicked
1000491,30.03.21,24.99,1,17858,GGOEAAAJ032455,PM03,OFF20,Clicked
1000474,01.08.21,74.97,3,17859,GGOEAAAJ032455,PM02,OFF20,Not Used
1000475,13.08.21,19.99,1,17860,GGOEYDHJ056019,PM01,ELEC10,Not Used
1000476,23.10.21,39.6,1,17861,GGOEWEBB082399,PM03,ELEC10,Not Used
1000477,30.11.21,3.69,1,17862,GGOEWEBB082499,PM03,ELEC10,Not Used
1000478,25.02.21,1.59,1,17863,GGOEWEBB082599,PM03,ELEC10,Not Used
1000479,08.01.21,49.98,2,17864,GGOEAAAJ032455,PM01,OFF20,Clicked
1000480,03.10.21,24.99,1,17865,GGOEAAAJ032455,PM03,OFF20,Clicked
